participantId,format,quiz_key,correct_answer,user_final_answer,correct,num_wrong_attempts,all_wrong_attempts_list,all_wrong_attempts_frequency,wrong_choice_distribution,wrong_choice_count
67c045fa5074c5500ca40e76,xml,tutorial-xml-part1,"['A', 'B']","['B', 'A']",1,2,"[['D', 'B', 'A', 'C'], ['B']]","{'D': 1, 'B': 2, 'A': 1, 'C': 1}","{'D': 1, 'C': 1}",2
67c045fa5074c5500ca40e76,xml,tutorial-xml-part2,"['B', 'D']","['B', 'D']",1,1,"[['B', 'D', 'C']]","{'B': 1, 'D': 1, 'C': 1}",{'C': 1},1
67d2eaf9d5996dc6be1c7072,xml,tutorial-xml-part1,"['A', 'B']","['A', 'B']",1,0,[],{},{},0
67d2eaf9d5996dc6be1c7072,xml,tutorial-xml-part2,"['B', 'D']","['B', 'D']",1,1,"[['A', 'B', 'C', 'D']]","{'A': 1, 'B': 1, 'C': 1, 'D': 1}","{'A': 1, 'C': 1}",2
60e2ebb6ad1d5ee0e515a7c5,yaml,tutorial-yaml-part1,"['B', 'C', 'D']",['C'],0,5,"[['A'], ['A', 'B'], ['A', 'B', 'D'], ['D'], ['C']]","{'A': 3, 'B': 2, 'D': 2, 'C': 1}",{'A': 3},3
60e2ebb6ad1d5ee0e515a7c5,yaml,tutorial-yaml-part2,"['B', 'C', 'D']","['B', 'C', 'D']",1,1,"[['B', 'C']]","{'B': 1, 'C': 1}",{},0
67153c0d669d191ab273b865,yaml,tutorial-yaml-part1,"['B', 'C', 'D']","['A', 'D', 'B', 'C']",0,5,"[['A', 'D', 'C'], ['A', 'D', 'B'], ['A', 'B', 'C'], ['A', 'B', 'D'], ['A', 'D', 'B', 'C']]","{'A': 5, 'D': 4, 'C': 3, 'B': 4}",{'A': 5},5
67153c0d669d191ab273b865,yaml,tutorial-yaml-part2,"['B', 'C', 'D']","['B', 'C', 'D']",1,0,[],{},{},0
67ab1d683813ed19603e1030,yaml,tutorial-yaml-part1,"['B', 'C', 'D']","['B', 'D', 'C']",1,3,"[['B', 'D'], ['D', 'A'], ['B', 'D']]","{'B': 2, 'D': 3, 'A': 1}",{'A': 1},1
67ab1d683813ed19603e1030,yaml,tutorial-yaml-part2,"['B', 'C', 'D']","['B', 'D', 'C']",1,2,"[['B', 'D'], ['B', 'D', 'A']]","{'B': 2, 'D': 2, 'A': 1}",{'A': 1},1
60e343946a7faddde88fbe3c,yaml,tutorial-yaml-part1,"['B', 'C', 'D']","['D', 'C', 'B']",1,0,[],{},{},0
60e343946a7faddde88fbe3c,yaml,tutorial-yaml-part2,"['B', 'C', 'D']","['B', 'C', 'D']",1,3,"[['A', 'B', 'D', 'C'], ['A', 'B', 'D'], ['A', 'B', 'C']]","{'A': 3, 'B': 3, 'D': 2, 'C': 2}",{'A': 3},3
67e0333064ddada0e2fc6f1e,yaml,tutorial-yaml-part1,"['B', 'C', 'D']","['C', 'B', 'D']",1,5,"[['C'], ['C', 'A', 'B'], ['C', 'A', 'B'], ['C', 'A', 'B'], ['C', 'A', 'B']]","{'C': 5, 'A': 4, 'B': 4}",{'A': 4},4
67e0333064ddada0e2fc6f1e,yaml,tutorial-yaml-part2,"['B', 'C', 'D']","['B', 'C', 'D']",1,1,"[['B', 'A']]","{'B': 1, 'A': 1}",{'A': 1},1
5b3ec4332a5fbf00014eae57,toml,tutorial-toml-part1,"['B', 'D']","['B', 'D']",1,0,[],{},{},0
5b3ec4332a5fbf00014eae57,toml,tutorial-toml-part2,"['A', 'B', 'D']","['A', 'D', 'B']",1,1,"[['A', 'D']]","{'A': 1, 'D': 1}",{},0
66912d7bf9d35c08f6919958,json,tutorial-json-part1,['B'],['B'],1,1,"[['B', 'D']]","{'B': 1, 'D': 1}",{'D': 1},1
66912d7bf9d35c08f6919958,json,tutorial-json-part2,['D'],['D'],1,0,[],{},{},0
6717980047b565ab5b849317,hjson,tutorial-hjson-part1,"['A', 'C']",['C'],0,5,"[['A', 'B'], ['A'], ['B'], ['D'], ['C']]","{'A': 2, 'B': 2, 'D': 1, 'C': 1}","{'B': 2, 'D': 1}",3
6717980047b565ab5b849317,hjson,tutorial-hjson-part2,"['A', 'B', 'C', 'D']","['D', 'C']",0,5,"[['A', 'D'], ['D'], ['B', 'D'], ['C', 'B'], ['D', 'C']]","{'A': 1, 'D': 4, 'B': 2, 'C': 2}",{},0
651b29ff3a6cadf518640abe,xml,tutorial-xml-part1,"['A', 'B']","['B', 'A']",1,4,"[['D'], ['D', 'B'], ['D', 'B'], ['B', 'D', 'A']]","{'D': 4, 'B': 3, 'A': 1}",{'D': 4},4
651b29ff3a6cadf518640abe,xml,tutorial-xml-part2,"['B', 'D']","['D', 'B']",1,3,"[['D', 'C'], ['D', 'A'], ['D', 'A']]","{'D': 3, 'C': 1, 'A': 2}","{'C': 1, 'A': 2}",3
6818ca1523ece90f671e3601,json,tutorial-json-part1,['B'],['C'],0,5,"[['A'], ['B', 'C'], ['B', 'C'], ['B', 'C'], ['C']]","{'A': 1, 'B': 3, 'C': 4}","{'A': 1, 'C': 4}",5
6818ca1523ece90f671e3601,json,tutorial-json-part2,['D'],['D'],1,4,"[['B'], ['A'], ['A'], ['A']]","{'B': 1, 'A': 3}","{'B': 1, 'A': 3}",4
67c1dd323984fa84ae83e162,jsonc,tutorial-jsonc-part1,['B'],['B'],1,3,"[['C', 'A'], ['C', 'B'], ['C']]","{'C': 3, 'A': 1, 'B': 1}","{'C': 3, 'A': 1}",4
67c1dd323984fa84ae83e162,jsonc,tutorial-jsonc-part2,"['A', 'B', 'C', 'D']","['B', 'C']",0,5,"[['D'], ['B'], ['B'], ['B'], ['B', 'C']]","{'D': 1, 'B': 4, 'C': 1}",{},0
67d2a409ab3638e33fc417b9,hjson,tutorial-hjson-part1,"['A', 'C']","['A', 'C']",1,5,"[['D'], ['D', 'B'], ['B'], ['C'], ['A']]","{'D': 2, 'B': 2, 'C': 1, 'A': 1}","{'D': 2, 'B': 2}",4
67d2a409ab3638e33fc417b9,hjson,tutorial-hjson-part2,"['A', 'B', 'C', 'D']","['B', 'A', 'C', 'D']",1,5,"[['D'], ['C'], ['A', 'C'], ['A'], ['B']]","{'D': 1, 'C': 2, 'A': 2, 'B': 1}",{},0
66ec8f7ce843d25227820f97,hjson,tutorial-hjson-part1,"['A', 'C']","['D', 'A', 'B']",0,5,"[['A'], ['B'], ['C'], ['D'], ['D', 'A', 'B']]","{'A': 2, 'B': 2, 'C': 1, 'D': 2}","{'B': 2, 'D': 2}",4
66ec8f7ce843d25227820f97,hjson,tutorial-hjson-part2,"['A', 'B', 'C', 'D']","['D', 'B', 'A', 'C']",1,2,"[['D', 'B'], ['D', 'B', 'A']]","{'D': 2, 'B': 2, 'A': 1}",{},0
6680d2279263349cc005956a,json,tutorial-json-part1,['B'],['B'],1,1,[['D']],{'D': 1},{'D': 1},1
6680d2279263349cc005956a,json,tutorial-json-part2,['D'],['D'],1,0,[],{},{},0
6081728972120aa7f9685791,json,tutorial-json-part1,['B'],['B'],1,2,"[['A'], ['A', 'B']]","{'A': 2, 'B': 1}",{'A': 2},2
6081728972120aa7f9685791,json,tutorial-json-part2,['D'],['D'],1,2,"[['B', 'D'], ['B']]","{'B': 2, 'D': 1}",{'B': 2},2
67aca6831f2b0b79416bdb6c,xml,tutorial-xml-part1,"['A', 'B']","['A', 'B']",1,2,"[['C', 'B'], ['A', 'C']]","{'C': 2, 'B': 1, 'A': 1}",{'C': 2},2
67aca6831f2b0b79416bdb6c,xml,tutorial-xml-part2,"['B', 'D']",['D'],0,10,"[['A'], ['A', 'B'], ['A', 'B', 'C'], ['A', 'B', 'D'], ['D'], ['D'], ['D'], ['D'], ['D'], ['D']]","{'A': 4, 'B': 3, 'C': 1, 'D': 7}","{'A': 4, 'C': 1}",5
675aaf0eb1b401136f37c475,json,tutorial-json-part1,['B'],"['B', 'C']",0,5,"[['D', 'A'], ['D', 'A', 'C'], ['D', 'A', 'B', 'C'], ['D', 'B', 'C'], ['B', 'C']]","{'D': 4, 'A': 3, 'C': 4, 'B': 3}","{'D': 4, 'A': 3, 'C': 4}",11
675aaf0eb1b401136f37c475,json,tutorial-json-part2,['D'],['D'],1,0,[],{},{},0
6723422d5f63c70998014b03,jsonc,tutorial-jsonc-part1,['B'],['B'],1,0,[],{},{},0
6723422d5f63c70998014b03,jsonc,tutorial-jsonc-part2,"['A', 'B', 'C', 'D']",['C'],0,5,"[['D'], ['B'], ['C'], ['A'], ['C']]","{'D': 1, 'B': 1, 'C': 2, 'A': 1}",{},0
6554e79557e3d6be08e32ceb,yaml,tutorial-yaml-part1,"['B', 'C', 'D']","['B', 'C', 'D']",1,0,[],{},{},0
6554e79557e3d6be08e32ceb,yaml,tutorial-yaml-part2,"['B', 'C', 'D']","['B', 'C', 'D']",1,0,[],{},{},0
645b519f108c046164a6d232,yaml,tutorial-yaml-part1,"['B', 'C', 'D']","['C', 'B', 'D']",1,2,"[['C', 'A', 'B'], ['C', 'A']]","{'C': 2, 'A': 2, 'B': 1}",{'A': 2},2
645b519f108c046164a6d232,yaml,tutorial-yaml-part2,"['B', 'C', 'D']","['B', 'D', 'C']",1,0,[],{},{},0
589cd166b2a7180001f0527d,jsonc,tutorial-jsonc-part1,['B'],['B'],1,2,"[['A', 'D'], ['A', 'D', 'B', 'C']]","{'A': 2, 'D': 2, 'B': 1, 'C': 1}","{'A': 2, 'D': 2, 'C': 1}",5
589cd166b2a7180001f0527d,jsonc,tutorial-jsonc-part2,"['A', 'B', 'C', 'D']",['D'],0,5,"[['C'], ['A'], ['A'], ['B'], ['D']]","{'C': 1, 'A': 2, 'B': 1, 'D': 1}",{},0
6682a94b061954ae8483fb08,toml,tutorial-toml-part1,"['B', 'D']","['B', 'D']",1,0,[],{},{},0
6682a94b061954ae8483fb08,toml,tutorial-toml-part2,"['A', 'B', 'D']","['D', 'A', 'B']",1,0,[],{},{},0
6735b2a6112cf17b7b8df8d1,jsonc,tutorial-jsonc-part1,['B'],['B'],1,3,"[['A', 'D'], ['A'], ['D']]","{'A': 2, 'D': 2}","{'A': 2, 'D': 2}",4
6735b2a6112cf17b7b8df8d1,jsonc,tutorial-jsonc-part2,"['A', 'B', 'C', 'D']","['A', 'B', 'C', 'D']",1,4,"[['D'], ['C'], ['A'], ['D', 'A']]","{'D': 2, 'C': 1, 'A': 2}",{},0
67792abbab2fa21bf3644c09,hjson,tutorial-hjson-part1,"['A', 'C']","['C', 'A']",1,3,"[['C', 'D'], ['C'], ['C', 'D', 'B', 'A']]","{'C': 3, 'D': 2, 'B': 1, 'A': 1}","{'D': 2, 'B': 1}",3
67792abbab2fa21bf3644c09,hjson,tutorial-hjson-part2,"['A', 'B', 'C', 'D']","['A', 'B', 'C', 'D']",1,5,"[['A', 'D'], ['A', 'D', 'B'], ['D'], ['A'], ['A']]","{'A': 4, 'D': 3, 'B': 1}",{},0
5ea90bb434d5e337e98c7edd,json5,tutorial-json5-part1,['D'],['D'],1,3,"[['A', 'C', 'D'], ['A'], ['C']]","{'A': 2, 'C': 2, 'D': 1}","{'A': 2, 'C': 2}",4
5ea90bb434d5e337e98c7edd,json5,tutorial-json5-part2,"['A', 'B', 'C', 'D']","['A', 'D', 'B', 'C']",1,1,"[['A', 'D']]","{'A': 1, 'D': 1}",{},0
677f8968bbb08bc37c8d2a4b,xml,tutorial-xml-part1,"['A', 'B']","['B', 'A']",1,3,"[['B', 'D'], ['B', 'D', 'A'], ['B']]","{'B': 3, 'D': 2, 'A': 1}",{'D': 2},2
677f8968bbb08bc37c8d2a4b,xml,tutorial-xml-part2,"['B', 'D']","['B', 'D']",1,1,[['A']],{'A': 1},{'A': 1},1
672f51ea346fba23ddd5a793,xml,tutorial-xml-part1,"['A', 'B']","['B', 'A']",1,4,"[['B'], ['B', 'A', 'C'], ['B', 'C'], ['B', 'C', 'A', 'D']]","{'B': 4, 'A': 2, 'C': 3, 'D': 1}","{'C': 3, 'D': 1}",4
672f51ea346fba23ddd5a793,xml,tutorial-xml-part2,"['B', 'D']","['B', 'D']",1,2,"[['B', 'C', 'D'], ['B', 'C']]","{'B': 2, 'C': 2, 'D': 1}",{'C': 2},2
67d13a1ec91ae2216896de44,json,tutorial-json-part1,['B'],['B'],1,2,"[['B', 'C', 'D'], ['C']]","{'B': 1, 'C': 2, 'D': 1}","{'C': 2, 'D': 1}",3
67d13a1ec91ae2216896de44,json,tutorial-json-part2,['D'],['D'],1,5,"[['A', 'B', 'C', 'D'], ['A'], ['B'], ['B'], ['C']]","{'A': 2, 'B': 3, 'C': 2, 'D': 1}","{'A': 2, 'B': 3, 'C': 2}",7
67bf5ad9c5a4637861cfd21e,toml,tutorial-toml-part1,"['B', 'D']","['B', 'D']",1,1,"[['C', 'B', 'A', 'D']]","{'C': 1, 'B': 1, 'A': 1, 'D': 1}","{'C': 1, 'A': 1}",2
67bf5ad9c5a4637861cfd21e,toml,tutorial-toml-part2,"['A', 'B', 'D']","['D', 'A']",0,5,"[['A', 'B'], ['A', 'D'], ['D', 'C'], ['D', 'B'], ['D', 'A']]","{'A': 3, 'B': 2, 'D': 4, 'C': 1}",{'C': 1},1
616e5ae706e970fe0aff99b6,hjson,tutorial-hjson-part1,"['A', 'C']","['A', 'C']",1,1,"[['A', 'C', 'D']]","{'A': 1, 'C': 1, 'D': 1}",{'D': 1},1
616e5ae706e970fe0aff99b6,hjson,tutorial-hjson-part2,"['A', 'B', 'C', 'D']","['A', 'B', 'C', 'D']",1,0,[],{},{},0
66311bae532a469f4858933e,toml,tutorial-toml-part1,"['B', 'D']","['D', 'B']",1,2,"[[], ['D', 'C']]","{'D': 1, 'C': 1}",{'C': 1},1
66311bae532a469f4858933e,toml,tutorial-toml-part2,"['A', 'B', 'D']","['B', 'A', 'D']",1,0,[],{},{},0
669284eabea5b8c9655927da,yaml,tutorial-yaml-part1,"['B', 'C', 'D']","['A', 'D', 'C']",0,5,"[['A', 'B', 'C'], ['A', 'B'], ['A', 'B', 'C', 'D'], ['A', 'B', 'D'], ['A', 'D', 'C']]","{'A': 5, 'B': 4, 'C': 3, 'D': 3}",{'A': 5},5
669284eabea5b8c9655927da,yaml,tutorial-yaml-part2,"['B', 'C', 'D']","['C', 'D', 'B']",1,1,"[['C', 'D', 'A']]","{'C': 1, 'D': 1, 'A': 1}",{'A': 1},1
67da5ae29f57419143d2b99a,jsonc,tutorial-jsonc-part1,['B'],['B'],1,5,"[['D', 'A'], ['D'], ['D', 'C'], ['D', 'A', 'B', 'C'], ['D', 'A']]","{'D': 5, 'A': 3, 'C': 2, 'B': 1}","{'D': 5, 'A': 3, 'C': 2}",10
67da5ae29f57419143d2b99a,jsonc,tutorial-jsonc-part2,"['A', 'B', 'C', 'D']","['D', 'C', 'B', 'A']",1,1,[['D']],{'D': 1},{},0
68138e7f96395f4c5f3a0a87,json,tutorial-json-part1,['B'],['B'],1,2,"[['A', 'B', 'C'], ['A', 'C']]","{'A': 2, 'B': 1, 'C': 2}","{'A': 2, 'C': 2}",4
68138e7f96395f4c5f3a0a87,json,tutorial-json-part2,['D'],['D'],1,1,"[['A', 'B', 'C']]","{'A': 1, 'B': 1, 'C': 1}","{'A': 1, 'B': 1, 'C': 1}",3
66684beba2a2d24645a6d782,jsonc,tutorial-jsonc-part1,['B'],['B'],1,2,"[['A', 'B', 'D'], ['A']]","{'A': 2, 'B': 1, 'D': 1}","{'A': 2, 'D': 1}",3
66684beba2a2d24645a6d782,jsonc,tutorial-jsonc-part2,"['A', 'B', 'C', 'D']","['D', 'C', 'A', 'B']",1,5,"[['A'], ['D'], ['D'], ['D'], ['D', 'C', 'A']]","{'A': 2, 'D': 4, 'C': 1}",{},0
660eafee7515c432e850362d,hjson,tutorial-hjson-part1,"['A', 'C']","['A', 'C']",1,2,"[['A', 'D'], ['A', 'B']]","{'A': 2, 'D': 1, 'B': 1}","{'D': 1, 'B': 1}",2
660eafee7515c432e850362d,hjson,tutorial-hjson-part2,"['A', 'B', 'C', 'D']","['D', 'A', 'B', 'C']",1,1,"[['D', 'A']]","{'D': 1, 'A': 1}",{},0
62d7fef5538b81f205ba4656,xml,tutorial-xml-part1,"['A', 'B']","['A', 'B']",1,1,"[['D', 'A', 'B', 'C']]","{'D': 1, 'A': 1, 'B': 1, 'C': 1}","{'D': 1, 'C': 1}",2
62d7fef5538b81f205ba4656,xml,tutorial-xml-part2,"['B', 'D']","['B', 'D']",1,2,"[['A'], ['B']]","{'A': 1, 'B': 1}",{'A': 1},1
67caa7fe00179edfb74d3e1a,json5,tutorial-json5-part1,['D'],['B'],0,5,"[['B'], ['B', 'D'], ['B', 'D', 'A'], ['B', 'D', 'A'], ['B']]","{'B': 5, 'D': 3, 'A': 2}","{'B': 5, 'A': 2}",7
67caa7fe00179edfb74d3e1a,json5,tutorial-json5-part2,"['A', 'B', 'C', 'D']","['D', 'A', 'C', 'B']",1,4,"[['D'], ['D', 'A'], ['D', 'A'], ['D', 'A', 'C']]","{'D': 4, 'A': 3, 'C': 1}",{},0
