participantId,trialId,trialOrder,responseId,status,rejectReason,rejectTime,percentComplete,description,instruction,responsePrompt,answer,correctAnswer,responseMin,responseMax,startTime,endTime,duration,cleanedDuration,configHash,parameters_language,parameters_imagePath,parameters_type,parameters_tabular
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","post-task-question","5","confidence","completed","undefined","undefined","96.77","undefined","undefined","How confident are you in your answer?","5","undefined","undefined","undefined","2025-05-08T20:13:25.862Z","2025-05-08T20:13:29.564Z","3702","3702","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","tutorial-json-part1","6","quiz-json-part1","completed","undefined","undefined","96.77","undefined","","Please scroll down to the bottom of the tutorial section and look at the exercise questions. Select all the answers that are correctly written in JSON.","B","[""B""]","undefined","undefined","2025-05-08T20:14:49.378Z","2025-05-08T20:15:03.041Z","13663","13663","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","tutorial-json-part2","7","quiz-json-part2","completed","undefined","undefined","96.77","undefined","","Please scroll down to the bottom of the tutorial section and look at the exercise questions. Select all the answers that are correctly written in JSON.","B,C","[""D""]","undefined","undefined","2025-05-08T20:15:03.072Z","2025-05-08T20:16:51.643Z","108571","69596","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","reading-task-config-json-1","8","reading-task-config-json_q1","completed","undefined","undefined","96.77","reading task with configuration data","Please read the data in code editor and answer the following questions. (If needed, click the top-right help button to review syntax rules.)","1. What is the value of the ""version"" key in the JSON file?","7.9.0","undefined","undefined","undefined","2025-05-08T20:16:51.677Z","2025-05-08T20:17:08.624Z","16947","16947","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","json","null","reading","false"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","reading-task-config-json-1","8","reading-task-config-json","completed","undefined","undefined","96.77","reading task with configuration data","Please read the data in code editor and answer the following questions. (If needed, click the top-right help button to review syntax rules.)","Are you sure to submit your answer?","Yes","Yes","undefined","undefined","2025-05-08T20:16:51.677Z","2025-05-08T20:17:08.624Z","16947","16947","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","json","null","reading","false"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","post-task-question","9","difficulty","completed","undefined","undefined","96.77","undefined","undefined","How difficult was this question?","2","undefined","undefined","undefined","2025-05-08T20:17:08.676Z","2025-05-08T20:17:11.617Z","2941","2941","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","post-task-question","9","confidence","completed","undefined","undefined","96.77","undefined","undefined","How confident are you in your answer?","2","undefined","undefined","undefined","2025-05-08T20:17:08.676Z","2025-05-08T20:17:11.617Z","2941","2941","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","reading-task-config-json-2","10","reading-task-config-json_q2","completed","undefined","undefined","96.77","reading task with configuration data","Please read the data in code editor and answer the following questions. (If needed, click the top-right help button to review syntax rules.)","2. What is the value of the ""node"" key?",">=12","undefined","undefined","undefined","2025-05-08T20:17:11.645Z","2025-05-08T20:17:16.928Z","5283","5283","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","json","null","reading","false"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","reading-task-config-json-2","10","reading-task-config-json","completed","undefined","undefined","96.77","reading task with configuration data","Please read the data in code editor and answer the following questions. (If needed, click the top-right help button to review syntax rules.)","Are you sure to submit your answer?","Yes","Yes","undefined","undefined","2025-05-08T20:17:11.645Z","2025-05-08T20:17:16.928Z","5283","5283","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","json","null","reading","false"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","post-task-question","11","difficulty","completed","undefined","undefined","96.77","undefined","undefined","How difficult was this question?","3","undefined","undefined","undefined","2025-05-08T20:17:16.980Z","2025-05-08T20:17:19.208Z","2228","2228","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","post-task-question","11","confidence","completed","undefined","undefined","96.77","undefined","undefined","How confident are you in your answer?","3","undefined","undefined","undefined","2025-05-08T20:17:16.980Z","2025-05-08T20:17:19.208Z","2228","2228","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","reading-task-config-json-3","12","reading-task-config-json_q3","completed","undefined","undefined","96.77","reading task with configuration data","Please read the data in code editor and answer the following questions. (If needed, click the top-right help button to review syntax rules.)","3. How many values does the ""keywords"" key contain? ","6","undefined","undefined","undefined","2025-05-08T20:17:19.236Z","2025-05-08T20:17:26.416Z","7180","7180","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","json","null","reading","false"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","reading-task-config-json-3","12","reading-task-config-json","completed","undefined","undefined","96.77","reading task with configuration data","Please read the data in code editor and answer the following questions. (If needed, click the top-right help button to review syntax rules.)","Are you sure to submit your answer?","Yes","Yes","undefined","undefined","2025-05-08T20:17:19.236Z","2025-05-08T20:17:26.416Z","7180","7180","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","json","null","reading","false"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","post-task-question","13","difficulty","completed","undefined","undefined","96.77","undefined","undefined","How difficult was this question?","2","undefined","undefined","undefined","2025-05-08T20:17:26.464Z","2025-05-08T20:17:30.892Z","4428","4428","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","post-task-question","13","confidence","completed","undefined","undefined","96.77","undefined","undefined","How confident are you in your answer?","3","undefined","undefined","undefined","2025-05-08T20:17:26.464Z","2025-05-08T20:17:30.892Z","4428","4428","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","reading-task-config-json-4","14","reading-task-config-json_q4","completed","undefined","undefined","96.77","reading task with configuration data","Please read the data in code editor and answer the following questions. (If needed, click the top-right help button to review syntax rules.)","4. Some top-level keys in the JSON file contain nested structures, meaning they have child key-value pairs. For example, 'repository' is a valid answer because it includes both 'type' and 'url' as nested keys. Which of the following keys do not have this kind of nested structure?","keywords","undefined","undefined","undefined","2025-05-08T20:17:30.924Z","2025-05-08T20:18:16.157Z","45233","45233","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","json","null","reading","false"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","reading-task-config-json-4","14","reading-task-config-json","completed","undefined","undefined","96.77","reading task with configuration data","Please read the data in code editor and answer the following questions. (If needed, click the top-right help button to review syntax rules.)","Are you sure to submit your answer?","Yes","Yes","undefined","undefined","2025-05-08T20:17:30.924Z","2025-05-08T20:18:16.157Z","45233","45233","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","json","null","reading","false"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","post-task-question","15","difficulty","completed","undefined","undefined","96.77","undefined","undefined","How difficult was this question?","3","undefined","undefined","undefined","2025-05-08T20:18:16.212Z","2025-05-08T20:18:19.166Z","2954","2954","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","post-task-question","15","confidence","completed","undefined","undefined","96.77","undefined","undefined","How confident are you in your answer?","3","undefined","undefined","undefined","2025-05-08T20:18:16.212Z","2025-05-08T20:18:19.166Z","2954","2954","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","reading-task-config-json-5","16","reading-task-config-json_q5","completed","undefined","undefined","96.77","reading task with configuration data","Please read the data in code editor and answer the following questions. (If needed, click the top-right help button to review syntax rules.)","5. In the 'dependencies' section, any dependency with a version number of 5.0.0 or higher may potentially cause compatibility issues. Which of the following dependencies meet this criterion?","d3-delaunay","undefined","undefined","undefined","2025-05-08T20:18:19.202Z","2025-05-08T20:18:47.256Z","28054","28054","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","json","null","reading","false"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","reading-task-config-json-5","16","reading-task-config-json","completed","undefined","undefined","96.77","reading task with configuration data","Please read the data in code editor and answer the following questions. (If needed, click the top-right help button to review syntax rules.)","Are you sure to submit your answer?","Yes","Yes","undefined","undefined","2025-05-08T20:18:19.202Z","2025-05-08T20:18:47.256Z","28054","28054","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","json","null","reading","false"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","post-task-question","17","difficulty","completed","undefined","undefined","96.77","undefined","undefined","How difficult was this question?","3","undefined","undefined","undefined","2025-05-08T20:18:47.314Z","2025-05-08T20:18:50.128Z","2814","2814","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","post-task-question","17","confidence","completed","undefined","undefined","96.77","undefined","undefined","How confident are you in your answer?","4","undefined","undefined","undefined","2025-05-08T20:18:47.314Z","2025-05-08T20:18:50.128Z","2814","2814","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","writing-task-config-json","18","code","completed","undefined","undefined","96.77","writing task with configuration data","Please refer to the data structure shown in the figure and convert it into JSON format. If needed, click the top-right help button to review syntax rules.(Please do not use any AI-assisted tools to complete the task.Please type your answer manually. Responses entered by copying and pasting into the code editor will not be considered complete and will not be eligible for compensation. To prevent accidental submissions from being marked as incomplete, a minimum input requirement has been set.)","Please type at least 20 characters to pass the validation.","jj
nnnn3ffe4
f3f3f
f3
ffffffffvfffefwffssfdfdfdfdfdfdfdfdfdfdfffdfdfdfdfdfdf
dfdfdfdfdfdf
fdfdfdfdfdfdfdfdf
fdfdfdfdfdfdfdfdfdfdfdfd
dfdfdfdffdfdfdfdfdfdf","undefined","undefined","undefined","2025-05-08T20:18:50.156Z","2025-05-08T20:19:15.865Z","25709","25709","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","json","a-usability-study-config/assets/tasks/fig/config_write.png","writing","false"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","writing-task-config-json","18","error","completed","undefined","undefined","96.77","writing task with configuration data","Please refer to the data structure shown in the figure and convert it into JSON format. If needed, click the top-right help button to review syntax rules.(Please do not use any AI-assisted tools to complete the task.Please type your answer manually. Responses entered by copying and pasting into the code editor will not be considered complete and will not be eligible for compensation. To prevent accidental submissions from being marked as incomplete, a minimum input requirement has been set.)","","jj
nnnn3ffe4
f3f3f
f3
ffffffffvfffefwffssfdfdfdfdfdfdfdfdfdfdfffdfdfdfdfdfdf
dfdfdfdfdfdf
fdfdfdfdfdfdfdfdf
fdfdfdfdfdfdfdfdfdfdfdfd
dfdfdfdffdfdfdfdfdfdf","undefined","undefined","undefined","2025-05-08T20:18:50.156Z","2025-05-08T20:19:15.865Z","25709","25709","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","json","a-usability-study-config/assets/tasks/fig/config_write.png","writing","false"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","writing-task-config-json","18","writing-task-config-json","completed","undefined","undefined","96.77","writing task with configuration data","Please refer to the data structure shown in the figure and convert it into JSON format. If needed, click the top-right help button to review syntax rules.(Please do not use any AI-assisted tools to complete the task.Please type your answer manually. Responses entered by copying and pasting into the code editor will not be considered complete and will not be eligible for compensation. To prevent accidental submissions from being marked as incomplete, a minimum input requirement has been set.)","Are you sure to submit your answer?","Yes","Yes","undefined","undefined","2025-05-08T20:18:50.156Z","2025-05-08T20:19:15.865Z","25709","25709","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","json","a-usability-study-config/assets/tasks/fig/config_write.png","writing","false"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","post-task-question","19","difficulty","completed","undefined","undefined","96.77","undefined","undefined","How difficult was this question?","3","undefined","undefined","undefined","2025-05-08T20:19:15.918Z","2025-05-08T20:19:18.597Z","2679","2679","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","post-task-question","19","confidence","completed","undefined","undefined","96.77","undefined","undefined","How confident are you in your answer?","3","undefined","undefined","undefined","2025-05-08T20:19:15.918Z","2025-05-08T20:19:18.597Z","2679","2679","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","modifying-task-config-json-1","20","modifying-task-config-json","completed","undefined","undefined","96.77","modifying task with configuration data","Please modify the JSON data in the code editor according to the requirements listed in the sidebar. (If needed, click the top-right help button to review syntax rules.)","Are you sure to submit your answer?","Yes","Yes","undefined","undefined","2025-05-08T20:19:18.623Z","2025-05-08T20:19:24.690Z","6067","6067","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","json","null","modifying","false"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","post-task-question","21","difficulty","completed","undefined","undefined","96.77","undefined","undefined","How difficult was this question?","2","undefined","undefined","undefined","2025-05-08T20:19:24.746Z","2025-05-08T20:19:27.397Z","2651","2651","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","post-task-question","21","confidence","completed","undefined","undefined","96.77","undefined","undefined","How confident are you in your answer?","2","undefined","undefined","undefined","2025-05-08T20:19:24.746Z","2025-05-08T20:19:27.397Z","2651","2651","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","modifying-task-config-json-2","22","modifying-task-config-json","completed","undefined","undefined","96.77","modifying task with configuration data","Please modify the JSON data in the code editor according to the requirements listed in the sidebar. (If needed, click the top-right help button to review syntax rules.)","Are you sure to submit your answer?","Yes","Yes","undefined","undefined","2025-05-08T20:19:27.432Z","2025-05-08T20:19:31.205Z","3773","3773","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","json","null","modifying","false"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","post-task-question","23","difficulty","completed","undefined","undefined","96.77","undefined","undefined","How difficult was this question?","3","undefined","undefined","undefined","2025-05-08T20:19:31.264Z","2025-05-08T20:19:34.115Z","2851","2851","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","post-task-question","23","confidence","completed","undefined","undefined","96.77","undefined","undefined","How confident are you in your answer?","3","undefined","undefined","undefined","2025-05-08T20:19:31.264Z","2025-05-08T20:19:34.115Z","2851","2851","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","modifying-task-config-json-3","24","modifying-task-config-json","completed","undefined","undefined","96.77","modifying task with configuration data","Please modify the JSON data in the code editor according to the requirements listed in the sidebar. (If needed, click the top-right help button to review syntax rules.)","Are you sure to submit your answer?","Yes","Yes","undefined","undefined","2025-05-08T20:19:34.143Z","2025-05-08T20:19:36.752Z","2609","2609","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","json","null","modifying","false"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","post-task-question","25","difficulty","completed","undefined","undefined","96.77","undefined","undefined","How difficult was this question?","3","undefined","undefined","undefined","2025-05-08T20:19:36.802Z","2025-05-08T20:19:39.557Z","2755","2755","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","post-task-question","25","confidence","completed","undefined","undefined","96.77","undefined","undefined","How confident are you in your answer?","3","undefined","undefined","undefined","2025-05-08T20:19:36.802Z","2025-05-08T20:19:39.557Z","2755","2755","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","modifying-task-config-json-4","26","modifying-task-config-json","completed","undefined","undefined","96.77","modifying task with configuration data","Please modify the JSON data in the code editor according to the requirements listed in the sidebar. (If needed, click the top-right help button to review syntax rules.)","Are you sure to submit your answer?","Yes","Yes","undefined","undefined","2025-05-08T20:19:39.590Z","2025-05-08T20:19:43.982Z","4392","4392","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","json","null","modifying","false"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","post-task-question","27","difficulty","completed","undefined","undefined","96.77","undefined","undefined","How difficult was this question?","5","undefined","undefined","undefined","2025-05-08T20:19:44.031Z","2025-05-08T20:19:46.646Z","2615","2615","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","post-task-question","27","confidence","completed","undefined","undefined","96.77","undefined","undefined","How confident are you in your answer?","5","undefined","undefined","undefined","2025-05-08T20:19:44.031Z","2025-05-08T20:19:46.646Z","2615","2615","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","$nasa-tlx.co.nasa-tlx","28","mental-demand","completed","undefined","undefined","96.77","undefined","undefined","Mental Demand","50","undefined","undefined","undefined","2025-05-08T20:19:46.695Z","2025-05-08T20:19:48.382Z","1687","1687","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","$nasa-tlx.co.nasa-tlx","28","physical-demand","completed","undefined","undefined","96.77","undefined","undefined","Physical Demand","50","undefined","undefined","undefined","2025-05-08T20:19:46.695Z","2025-05-08T20:19:48.382Z","1687","1687","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","$nasa-tlx.co.nasa-tlx","28","temporal-demand","completed","undefined","undefined","96.77","undefined","undefined","Temporal Demand","50","undefined","undefined","undefined","2025-05-08T20:19:46.695Z","2025-05-08T20:19:48.382Z","1687","1687","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","$nasa-tlx.co.nasa-tlx","28","performance","completed","undefined","undefined","96.77","undefined","undefined","Performance","50","undefined","undefined","undefined","2025-05-08T20:19:46.695Z","2025-05-08T20:19:48.382Z","1687","1687","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","$nasa-tlx.co.nasa-tlx","28","effort","completed","undefined","undefined","96.77","undefined","undefined","Effort","50","undefined","undefined","undefined","2025-05-08T20:19:46.695Z","2025-05-08T20:19:48.382Z","1687","1687","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","$nasa-tlx.co.nasa-tlx","28","frustration","completed","undefined","undefined","96.77","undefined","undefined","Frustration","50","undefined","undefined","undefined","2025-05-08T20:19:46.695Z","2025-05-08T20:19:48.382Z","1687","1687","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","post-task-survey","29","q7","completed","undefined","undefined","96.77","undefined","undefined","Do you want to explain your answers? If yes, please provide your explanation.","","undefined","undefined","undefined","2025-05-08T20:19:48.454Z","2025-05-08T20:20:05.573Z","17119","17119","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","post-task-survey","29","q8","completed","undefined","undefined","96.77","undefined","undefined","Is there anything you’d like to tell us?","","undefined","undefined","undefined","2025-05-08T20:19:48.454Z","2025-05-08T20:20:05.573Z","17119","17119","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","post-task-survey","29","q9","completed","undefined","undefined","96.77","undefined","undefined","What is your highest level of education or the degree you are currently pursuing? (High School, Bachelor's, Master's, PhD, etc.)","High School","undefined","undefined","undefined","2025-05-08T20:19:48.454Z","2025-05-08T20:20:05.573Z","17119","17119","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"05b93b5c-f4ee-4329-97f1-f77c271de0c8","post-task-survey","29","q9-other","completed","undefined","undefined","96.77","undefined","undefined","undefined","","undefined","undefined","undefined","2025-05-08T20:19:48.454Z","2025-05-08T20:20:05.573Z","17119","17119","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
